country,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,opposite_of_crime_index,adjusted_net_national_income,current_account_balance,gdp_per_capita,population_growth,fixed_broadband_subscriptions,secure_internet_servers,consumer_price_index,"inflation,_consumer_prices",access_to_electricity,forest_area,land_area,population_density,urban_population
Bahrain,1.0095193192292011,1.0555385412907896,0.4410973416893312,0.22095520089997983,1.2092457390938647,0.6256254628002923,0.0017247671709364001,2.252614715543167,-0.23026223294912807,0.0,0.22046460380510507,2.3410063638469447,-0.5143668614136343,-0.2794976796117886,1.1265063046405952,1.2313421612169542,0.5525109136520151,-1.272525747984146,-0.3436872898606452,0.8616091525688933,1.176853113016329
Slovenia,0.9938238359522847,0.9508306305872265,1.229174247633337,1.0403875776368257,1.1542093433777902,-0.35601799256341476,-0.3130452415249355,2.472914848484418,-0.21972954915231477,1.1237568883816715,0.43837546058892113,-0.4563725401875469,0.9766851802584116,0.5448160346715752,1.1278971056187546,1.1760099401756272,0.5525109136520151,1.2260849977469122,-0.33261213351055763,-0.17197975009337807,-0.24926049880619597
Costa Rica,0.9495071772880512,0.4130127256098352,0.5306515355466049,0.8981250122311232,0.9891001562295649,-0.7074705876936307,-0.415345494351094,0.3787522752274063,-0.2119195047290474,0.17710261072530806,-0.13427691574644188,-0.22055947646512392,0.19419311459516883,-0.2638038268557743,1.1159362419307266,1.1801891013163577,0.5482576041140476,1.142147495567142,-0.31491856937117396,-0.17428948813495024,0.8146016764899316
United Arab Emirates,0.9439675949550218,1.3982189763206316,0.26557112172907577,0.26647922182980466,1.271161684274449,0.6862207378227431,0.7493035378236323,2.9351517345665075,-0.030899315751652015,0.0,0.9014796490256357,0.06564745796572692,1.0735581858085583,-0.26234975027031643,1.1285138500655019,1.2636436197778893,0.5525109136520151,-1.1252559980472265,-0.3034980510543513,-0.15463641214188842,1.074916761444276
Saudi Arabia,0.8950346176799308,1.0936141451829942,0.6667739102096605,-0.05218892467896903,0.920304661584471,-0.840780192743023,0.19845602260585635,2.2794965770032602,0.14975334124437018,-0.037855026545031825,0.20761029505264614,0.4069743032025904,0.4038480870688356,-0.28225306444313275,1.1195994852659288,1.1508757733725565,0.5525109136520151,-1.2907967717107969,0.8858550957206909,-0.21587591372556267,0.9604146187711927
Singapore,0.8553342776265556,1.7575574880533134,0.7921497816098428,1.5070087921675295,1.0647752003391682,0.18933948263864475,3.401240861086354,2.1005027189884933,-0.09057274877358662,2.2023990906609416,1.9101878001618864,-1.3886449910406216,0.6111758521164878,1.8859240958933063,1.1255483691014891,1.1675064667317312,0.5525109136520151,-0.4037090544341947,-0.3437279139488463,3.766633080849112,1.6120524919411163
Romania,0.8525644864600409,0.7342756334503123,0.35870748334064007,0.39167027938682286,0.6038453862170391,-1.313423337918141,-1.1707935152211866,2.078210443631343,-0.11105835622361937,-0.25933399156808534,-0.10105589546432303,-1.6535962303339977,0.858349635113549,0.07565297485065027,1.115028163923361,1.107260564967269,0.5525109136520151,-0.06731560126648696,-0.21248865007870904,-0.18228507022579105,-0.2875799409756741
Spain,0.851641222737869,0.9460711801007009,1.0930518729702814,1.2623171796697217,-0.08410956023389922,-0.5620419276397481,-0.04549073413344444,1.749071554534593,0.4517852509570779,0.39754554146141075,0.5055958609654175,-0.6329896009170585,1.193250402937541,0.07911546218209202,1.1273234940320624,1.1502213337031386,0.5525109136520151,0.22381479758118222,-0.05827533200589952,-0.17676021716863732,0.8162190555425396
Uruguay,0.8497946952935261,0.4867842081509816,0.982004672587262,0.48840882386270057,1.0166183540876026,-0.5378038176307679,0.8673422910845845,0.542010409460655,-0.2181664072537084,0.2389028013690164,0.007187179894418412,-0.7639029629824198,0.9290426370910138,-0.25360861563927445,1.0476254489575203,1.048152362173503,0.5525109136520151,-0.8308817728625725,-0.24399234439355164,-0.21405826061519928,1.4260539008912145
Italy,0.8433318492383249,1.0079440364255337,0.5234872000380231,1.222483661356125,-0.7239076604332721,-0.7559468077115914,-0.7537232536991564,0.9931011578641689,0.7668336796796593,0.7271944008920197,0.7078053003935567,-1.5379651759565478,0.8869701385107676,0.06364962321202917,1.1282619964138658,1.1769590140709043,0.5525109136520151,0.015774611324599935,-0.1737813322363716,-0.12457392560757691,0.41100339597763624
Malta,0.8248665747948947,1.0174629373985848,0.9426008272900621,1.1541976299613879,1.112932046590734,0.32264908768803685,0.08828651956230127,1.285523358137377,0.0,-0.0371531834708086,0.5642301917182164,1.0075301818984512,2.0981839780952245,-0.04169757293786301,1.1261448105303282,1.1852014712452,0.5525109136520151,-1.2502490016949912,-0.34395048817856794,0.5774222013061729,1.39407956115889
Lithuania,0.8239433110727229,0.9365522791276497,1.0679766986902446,0.41443228985173525,-0.14602550541448373,-1.1437565678552783,-0.612076749786014,1.7425150029589604,-0.2164600587911284,1.121181327703511,0.2128434462424653,-1.0670118012875462,0.8398536867545856,0.5112442199381952,1.120116817997788,1.1153471917894962,0.5525109136520151,0.14004282170833124,-0.30829855950516,-0.2017286182797567,0.2868799215044244
Slovakia,0.7731638063532889,0.7747309625857797,1.1682773958103907,0.6875764154306835,-0.26297784631114335,-0.35601799256341476,-1.0212777610906476,1.9424898260157508,-0.19174047476539338,0.32551274485127923,0.17141144970314823,-1.010977502920373,0.9650057238799687,0.15238967639885112,1.122734854710543,1.1489830460578991,0.5525109136520151,0.34270636545454874,-0.3166236367351084,-0.16743784087146993,-0.3055784668431564
Estonia,0.7270006202447125,0.9103753014517587,1.1682773958103907,0.8070769703714736,1.181727541235827,-0.29542271754096366,1.402451305867567,2.3791561609528733,-0.23075128420325364,0.25285001224872644,0.33390870829378155,-0.9048058446939541,0.9758520876208817,1.141128474278537,1.1189499898201545,1.1160133023056056,0.5525109136520151,1.0042348841141502,-0.3192613416168996,-0.20871581000309558,0.3359404194335286
Panama,0.6974561811352235,0.7247567324772611,0.7205064265240242,0.6989574206631397,0.514411243178417,-1.192232787873239,-0.8166772554383308,0.9734315031372716,-0.2168848678999855,0.5512576877923374,-0.11844775053102773,0.4235178108999403,-0.23172678521060677,-0.2611475964015927,1.1221907335107157,1.1822892165007644,0.4123467274359245,1.0336881596731295,-0.3016917095550422,-0.19498938935788768,0.3021413443598007
Brazil,0.682683961580479,0.12268624593177417,0.4948298580036956,0.1640501747376988,0.19795196781098578,-0.1984702775050419,-0.16352948739439632,-0.49130211885902253,0.4666093849783388,0.1158981768253665,-0.3635331104731623,-0.4154236729499705,0.036507354910646064,-0.23389692557335875,1.081072636687598,1.0360099471201347,0.5525109136520151,1.1413286920790433,4.4381455237807055,-0.21127969557377776,1.075953542888255
Guatemala,0.6540627861931609,-0.32470209980163084,-0.2681718736602732,-0.36516656857151397,0.9959797056940743,-0.4287323225903559,-0.3130452415249355,0.08698573011176114,-0.20405294596213075,0.867378186027949,-0.4576337257102964,0.35108553661049585,-0.8665798621859494,-0.2843253221702345,1.1021540332230524,1.1246115242592682,0.42726040712966973,0.04838749953579662,-0.2828198179897234,-0.14565102940298,-0.38536916677180993
Kazakhstan,0.6282114019723584,0.6129096460439095,1.1252913827588995,0.1412881642727864,0.45937484746234186,-0.16211311249157123,0.017463267605730012,0.40825675731775213,-0.16606811801320936,-0.11674286620368539,-0.26377471810768166,0.1346611909451052,-0.17093958140037793,-0.23016699839459454,1.0721367061344376,1.0700562896180543,0.5525109136520151,-1.2567599158390532,1.200554458417868,-0.22047779324150332,-0.14338437774702117
Cyprus,0.6162089735841286,0.9627292568035403,0.011237211174419766,1.3249127084482302,-0.47624387971093407,-0.29542271754096366,-0.7301155030469659,1.8828252066774953,-0.23447461846298354,-0.8275203155288502,0.5258197711039391,-0.39873369484054927,1.3762181644738134,0.13666871104707,1.1350229321747227,1.2320461178170377,0.5525109136520151,-0.5393513176089985,-0.33884672949189165,-0.15891356860599926,0.23607763074943408
Latvia,0.5783551609750954,0.7652120616127285,1.1288735505131908,0.28924123229471704,-0.10474820862742738,-0.8771373577564936,-0.5097764969598556,1.391739493662623,-0.23055156894524167,0.6275093922461927,0.10577454869224756,-1.7583656360753526,0.624575875414935,0.05781942820443619,1.1229415958112465,1.1462152541334982,0.5525109136520151,0.9563514485422739,-0.3086075314435911,-0.20870379553082108,0.2980356898416422
Serbia,0.5765086335307527,0.3321020673389002,0.6452809036839149,0.40874178723550714,0.19795196781098578,0.8680065628900964,-0.5255149973946492,1.4356683892193607,-0.21888322865822965,-0.14898780418663327,-0.3234713830437958,-1.7250277427585017,0.570133392436399,-0.12774564972133723,1.103141022619554,1.1284696826667795,0.5525109136520151,-0.02547321832348603,-0.2940915720398941,-0.18468156824213044,-0.19418666850201116
Chile,0.5709690511977232,0.5724543169084423,0.6237878971581693,0.9208870226960356,-0.3936892861368214,-0.28330366253647343,-0.6750307515251883,0.4312046878324659,-0.11961212322713233,0.4519836571109938,-0.08747981952740455,-0.27329567199835103,0.20749416413145141,-0.06762651427515842,1.1095700381812539,1.1188331788664203,0.5525109136520151,-0.2992828699417844,0.08129331238668418,-0.21114107301333226,1.1030757454627562
Nicaragua,0.5645062051425228,-0.7268756659130431,0.4410973416893312,0.175431179970155,0.6863999797911517,0.24993475766109585,0.4502720295625539,0.7937819899649416,-0.24068944307590068,1.1465314639860942,-0.5733803741765018,0.04765207015107942,-0.8027599403058471,-0.28457186625939107,1.0874447725915564,1.1099777413543348,0.08070021378505886,-0.14156154425499431,-0.27527861401097975,-0.19654188040105142,-0.08777142109196687
Mexico,0.5303454474221762,0.3368615178254258,-0.07115264717427175,0.2095741956675236,0.7139181776491893,-0.67111342268016,-0.3130452415249355,0.3807192407000961,0.27991561430624046,0.5747104064289992,-0.297792523244087,-0.08743181027916694,0.030899010908359878,-0.2806688765268998,1.1016000822324554,1.0932952061529395,0.5269907319174931,0.08436534671573218,0.7681367871784512,-0.19093058853122039,0.8129428261795644
Croatia,0.5275756562556615,0.7009594800446333,0.9927511758501353,0.6989574206631397,0.1222769237013825,-0.4650894876038265,-1.2180090165255675,2.321458507087308,-0.21546066057734656,0.3143137349709667,-0.04883656292050076,-1.5038473989324457,0.5655080471750918,0.09205015519339067,1.1281012576763907,1.1620322531319123,0.5525109136520151,0.10386989779416513,-0.3117544678535372,-0.18834238155397887,-0.14827798616260396
Poland,0.5257291288113186,0.8270849179375611,0.9605116660615164,0.716028928511824,0.03972233012726981,-0.28330366253647343,-0.11631398609001548,1.9339663089674288,0.08296735335250009,0.6263453952161676,0.020230480851611367,-1.2586866364855676,0.36750632864856114,0.13992009991885535,1.1210584287479926,1.107201397538314,0.5525109136520151,-0.0319591935223093,-0.16895221527274518,-0.1623383044391311,-0.045014554342257034
El Salvador,0.522959337644804,-0.3461196269909963,-0.4938484421806017,0.118526153807874,1.023497903552112,-0.7074705876936307,0.4502720295625539,-0.5109717735859207,-0.23476019082799973,0.35858847037310415,-0.49215521482275265,-0.6131584347280418,-0.4957410871655438,-0.28384477412029024,1.1269232739741337,1.1420249324316805,0.5525109136520151,-0.14718445151114679,-0.33227821494894955,-0.0681625967331898,0.5107417708884533
Kuwait,0.5100336455344023,1.1745248034539288,0.27631762499194856,0.9151965200798076,0.6863999797911517,-0.7317086977026112,-0.061229234568238054,1.7425150029589604,0.0,2.6121179132500885,0.4093010518644989,0.3299722973085719,-0.977758304864183,-0.2791173802597378,1.1148811547721917,1.1429743258974197,0.5525109136520151,-1.2950764771753378,-0.3339375086923757,-0.10468246281131459,1.6120524919411163
Hungary,0.49156837109097207,0.8032876655049331,1.171859563564682,0.4656468133977882,-0.22170054952408702,-0.840780192743023,-0.7143770026121723,1.6808834181480155,-0.1663245314107706,0.14033666877238743,0.030425778079521605,-1.2966797299293062,1.1389208354818314,0.2690419008885852,1.1158778396038485,1.10597479483059,0.5525109136520151,-0.3816095720118184,-0.29191732506574947,-0.1707703804176823,0.44845194173417136
Mauritius,0.47771941525839856,0.4296708023126745,0.752745936312643,-0.10340344822502194,0.49377259478488883,-0.1984702775050419,-0.37599924326411,0.7288721293661802,-0.24075306913882522,-1.0830751853351193,-0.284983892668153,-1.0902560201497271,0.58531011403267,-0.27065074489937324,1.1117503779446263,1.1297102243196713,0.5381196897724241,-0.5217612015165559,-0.3429720770402029,0.08633358537116854,-0.8447048177124372
Uzbekistan,0.4703333054810263,-0.45558698818108434,0.6667739102096605,0.0786926354942773,1.3674753767775807,1.6436260831774694,0.6706110356496643,1.7425150029589604,-0.21736291043029368,-0.2528358603691436,-0.580011118850189,0.7329926660608622,-0.14151970088984955,-0.2782000472315149,1.068073968350018,0.9351785501397403,0.5525109136520151,-0.9640875495472379,-0.09206111537263402,-0.18526930106217587,-0.44425835278983916
Japan,0.4481749761489095,1.0103237616687961,0.6560274069467873,1.5923663314109509,0.13603602263040127,-1.7012330980618278,0.49748753086693476,2.4788157449024872,2.333925789408835,0.63098556021022,1.0691614295336955,-1.415581827504862,1.2041695399893948,0.10175876205847637,1.1328998247909314,1.2231638312353998,0.5525109136520151,1.5122049129251622,-0.13557752421962552,-0.052145263379829415,1.2712416956762123
Honduras,0.432479492871994,-0.7125973144534663,-0.07473481492856268,-0.17737998223598664,0.4456157485333231,0.6619826278137629,-0.6199460000034107,-0.9535390049411125,-0.2338660300439315,0.6200577576622348,-0.5526276088350831,0.43954734849444527,-0.8275481963175436,-0.2844472223722906,1.0966311793877122,1.1197911761666077,0.2635668878870312,1.0348027617338529,-0.2801134526771697,-0.17988574315130082,-0.11485215240870837
Portugal,0.4269399105389646,0.8318443684240867,0.6166235616495874,1.0859115985666505,0.9478228594425085,-1.5921616030214156,-0.9111082580470923,1.9726499632636603,-0.12967924653392215,0.18971260527073905,0.29702390781626176,-0.9926060800736501,1.6012134265562057,0.08912047698522103,1.1285978064516033,1.1902938691737401,0.5525109136520151,0.18178993926240278,-0.2917195830251536,-0.16799997023558344,0.2148858180344956
Argentina,0.3816999881525592,0.4320505275559376,0.7025955877525699,0.4315037977004196,0.2598679129915703,-0.8044230277295523,-0.5491227480468395,-0.25067667603331123,-0.03366967799446356,0.3985624360659476,-0.28707848503334404,-0.17118122507410538,0.30575956169342405,-0.22376949940845473,1.1229095769011068,0.04381426006278433,0.5525109136520151,-0.8788813572320299,1.2217190362003967,-0.21568380591083863,1.2848857394789814
Greece,0.3641579774313008,0.6962000295581077,0.26557112172907577,1.0688400907179663,-1.8452742231483017,-1.604280658025906,-0.3681299930467132,0.9275356421078441,-0.1441237162198885,-0.425649565372247,0.10194485048241758,-1.2788576811521573,1.6036642505307337,-0.13544570641998013,1.1349896009328777,1.191211156058527,0.5525109136520151,-0.06095727527434125,-0.27038083661659085,-0.18262585138046408,0.7708080282962425
South Korea,0.35215554904307017,1.0483993655610009,-0.07115264717427175,1.4501037660052485,-0.7101485615042533,-0.4408513775948461,0.1669790217362691,2.184426579156589,0.6121038364952605,0.8185422400880007,0.7004067727394832,-0.9614988459197648,1.7823023611010897,-0.18564625095521964,1.1243840052903997,1.1632640169035893,0.5525109136520151,1.349688433724662,-0.28833553926097444,0.040567159420082384,0.8412676952290815
Philippines,0.323534373655753,-0.3389804512612076,0.02198371443729257,-0.4106905895013388,1.1060524971262247,-0.489327597612807,-0.10057548565522208,1.149802740521785,-0.0184807968327,0.6596645337489804,-0.5135967623419596,0.1853096321457376,-0.6140119859179447,-0.2842084735299686,1.1152981064008396,1.1602622020455955,0.4182056962089462,-0.3150860115699132,-0.1735295773235759,-0.04105704288899961,-0.5690038961294387
Thailand,0.31153194526752315,0.296406188689958,0.6811025812268242,0.6306713892684025,0.6863999797911517,2.104150173348098,-1.0134085108732507,1.3537114945239548,0.01426404802823039,0.7528599483408168,-0.3468009754468189,-0.8548525376160196,-0.006663873610675206,-0.25384677910427694,1.1275355356424595,1.1910670817020081,0.5525109136520151,0.2949666975793575,-0.05181752039198649,-0.15594905690211996,-0.4022064974220351
Moldova,0.28014097871369126,0.01559860998494864,0.365871818849222,0.061621127645592993,0.30114520977862663,-0.5499228726352581,-0.9976700104384572,0.8947528842296817,-0.24060733410219154,-0.5274281789752662,-0.4600481141091006,-2.6908620585933716,0.08436563994349099,-0.1911868949732654,1.0847781028751478,1.106074655124135,0.5525109136520151,-0.8247529454746408,-0.32531759212932815,-0.17853492428048423,-0.7580713602535197
Jamaica,0.27367813265849006,-0.27234814444984934,0.49841202575798615,0.3404557558407699,0.34242250656568224,-0.8165420827340425,-0.8009387550035372,-0.4867125327560802,-0.23952400153275044,0.2696541899279722,-0.4550086686884202,-0.6783205673769863,-0.2325593735871346,-0.28341580177259895,1.0912809544296658,1.1034352848310829,0.5525109136520151,0.9638378685351247,-0.3379369787842891,-0.08787715530989693,-0.19978528829949976
Kyrgyzstan,0.25336633077071696,-0.8125457746705037,0.727670762032606,0.29493173491094515,1.2092457390938647,0.7346969578407039,-1.0212777610906476,0.20500365847314583,-0.24425240606614537,0.8411609716951421,-0.6046783786979294,0.7099506157021852,-0.7996767141603596,-0.2790046006318399,1.094736674079092,1.0793444343415188,0.5517048389673203,-1.026659034207687,-0.23439132749193414,-0.20686359734795243,-1.006608608004258
Belarus,0.2469034847155157,0.3606587702580537,0.8996148142385709,0.24371721136489222,-1.2054761229489288,-1.3013042829136507,1.0011195447803298,0.027321110773505852,-0.21609010295536718,0.25630374525998606,-0.3795214862055379,-1.4946021934657814,1.1819296688595469,-0.15837986751087194,0.8278494878390159,1.0106038909245443,0.5525109136520151,0.47215383569440195,-0.22799446402589818,-0.20093947223742764,0.7611866964961138
Colombia,0.2099729358286544,0.09888899349914622,0.08288056626023847,0.7615529494416488,0.1910724183464764,-0.7317086977026112,-0.612076749786014,0.20500365847314583,-0.09919450828002727,-0.07245346588807029,-0.42626478975708604,-0.07268553625468652,-0.08483929372386279,-0.2792647461199926,1.1048379786175446,1.1414061353264622,0.5525109136520151,0.889199600136328,0.2906893167639873,-0.20111369470565424,0.8417238790644322
Bosnia And Herzegovina,0.1979705074404246,0.13696459739135095,0.5808018841066781,0.44857530554910385,-0.47624387971093407,1.1709829380023515,-1.1707935152211866,1.1150530171709327,-0.23678606285322265,-0.11427285279589136,-0.3942967249841409,-1.6748749715921434,0.4578741771849979,-0.2325895937000699,1.1324958876697337,1.1745939768637532,0.5525109136520151,0.4531059226543244,-0.31483846553528444,-0.19204857837838163,-0.5021522286216478
Mongolia,0.19150766138522418,-0.041514795853358454,1.0429015244102082,-0.6781442124640592,-0.8202213529364032,1.2073401030158222,-0.7537232536991564,0.2613900020235851,-0.24152302189828576,-0.25844712048845636,-0.4809020335767381,0.4591844653623124,-0.47362071744481804,-0.2567792509850091,1.0619093414800287,1.0623911631727856,0.4716967344037649,-0.9341370114352242,0.5468814098977021,-0.22288706358975569,0.31221885999528015
Dominican Republic,0.1693493320531074,0.30354536441974667,0.3479609800777669,-0.05218892467896903,0.6107249356815485,-0.7680658627160817,0.19058677238845953,-0.06709323191560213,-0.2024455485948958,0.08712024074992385,-0.34331225423211154,-0.13382317737909008,-0.4642257297983628,-0.2839852604677142,1.1055232764598129,1.0372961490844568,0.5525109136520151,0.5211449856607547,-0.316492037576147,-0.11219746569215522,0.8879643314659132
